GSM3119483	GSM3119484	GSM3119485	GSM3119486	GSM3119487	GSM3119488
113791	3571	3840	2496	636	1314	1251
105372997	8	4	3	6	3	2
23598	886	1242	1681	449	702	1531
101929760	5	9	12	8	2	5
54944	29	41	63	38	30	48
4733	1407	1506	2723	1194	1393	1591
56478	954	1305	1584	433	583	1022
9814	813	1139	1647	750	623	771
23761	4243	3385	4989	1679	2587	3446
102465666	125	146	170	17	52	107
253143	1004	1415	1549	488	502	1232
9681	406	677	696	164	299	538
105372998	1	0	2	3	1	4
25775	7	19	13	7	3	6
7533	5208	5038	6257	1963	2592	3685
105372999	0	0	1	0	0	0
6523	3	2	19	8	2	0
105373000	0	0	0	0	0	0
23782	0	0	0	0	1	0
150297	0	0	0	2	1	0
10739	0	3	4	2	7	1
110806273	4	21	51	21	9	32
6527	13	35	53	30	7	16
107985561	7	24	26	36	11	8
10738	15	8	18	3	12	6
10737	24	5	16	8	11	7
339666	5	0	7	0	2	1
51493	2440	3522	4566	1581	2359	3275
254240	1	2	3	0	4	0
25793	4298	3772	7718	2763	2450	3005
8224	419	240	734	361	88	103
105373004	8	12	37	40	7	8
105373003	3	7	5	2	2	3
107985545	0	2	3	2	1	1
105373002	0	1	0	2	0	4
7078	492642	274786	845765	364335	151136	202700
105373006	0	0	0	0	0	0
9215	2568	1994	2864	885	1449	2347
100616295	0	2	0	0	1	0
105373007	12	28	16	3	3	49
109616998	2	2	2	1	0	1
100506195	3	3	5	9	3	6
107985565	5	4	5	2	4	5
105373010	0	0	0	0	3	0
105373009	0	0	0	0	0	0
105373012	0	0	0	0	0	0
105373013	0	0	0	0	2	0
101926957	0	1	0	0	0	0
105373014	0	0	0	0	0	0
105373016	0	0	0	0	2	0
105373015	0	0	0	0	0	0
91464	0	1	2	0	0	0
104310353	0	0	0	0	1	0
105373017	1	8	5	1	1	4
10042	435	605	851	145	186	655
10043	4318	5294	6840	2988	4482	4140
100500826	3	6	1	2	3	0
102464824	0	6	0	1	2	0
3162	1645	2500	1543	436	1267	607
4174	742	1239	1849	503	835	881
23551	218	254	210	88	171	247
107985590	1	0	3	2	0	0
4151	6	9	13	8	18	11
284912	0	0	0	0	0	0
80830	2401	1529	2289	1402	854	1914
80831	0	1	3	0	2	0
23543	3904	6149	7063	3737	3922	5248
102723507	10	14	9	3	2	11
80833	1002	953	1254	567	787	1634
80832	804	977	1092	104	314	499
23780	2926	2596	2882	2083	2233	2329
8542	8795	5742	8576	4701	6522	8510
112268296	932	417	1074	1683	884	685
4627	50009	69247	64547	11494	17948	41280
102465491	30	92	53	5	7	23
105377199	4	12	6	6	1	10
105373018	2	5	7	1	0	2
25828	2346	2405	4735	2677	3265	2973
80020	281	330	367	325	206	290
105373020	6	7	9	2	2	10
105373019	0	1	4	4	1	0
8664	5910	6450	12441	4211	6466	7034
10369	6	10	1	11	10	8
105373021	14	6	13	32	8	21
11020	603	474	742	1138	559	681
5816	1	3	3	0	2	0
107985578	24	65	56	15	39	18
4689	431	571	851	488	537	304
105373022	0	6	0	0	11	0
1439	634	4851	279	410	1243	302
105373023	24	13	2	8	10	1
100506241	0	0	0	0	0	0
339669	0	0	1	0	0	0
7263	1623	2188	3238	2687	2446	1680
4357	1522	2246	3920	2640	1967	1640
112268295	6	9	13	7	4	19
79734	1355	1158	2728	1029	1241	938
164656	30	74	46	20	27	14
3560	5096	17892	23282	2961	5231	12366
114904	18277	8332	15005	7467	3253	2076
6753	0	2	5	0	0	2
5880	1908	2496	4720	1280	2088	1965
107985576	0	0	1	0	0	0
27128	1540	1860	3301	1448	1409	1466
105373024	76	119	156	19	36	73
114794	9	17	6	0	6	0
100506271	0	0	0	0	0	0
4242	658	919	1267	391	652	687
29775	486	890	959	136	312	492
11135	1446	2105	2504	1314	2745	2099
3957	53	53	148	104	65	39
26088	1903	2784	3365	1071	2109	2287
23616	592	604	983	589	783	611
101927051	209	273	322	75	221	256
57026	249	254	435	163	252	358
3956	50344	28689	118607	86043	69518	39493
79159	596	578	1121	366	792	844
11078	7104	7143	12682	4594	6224	9344
102724378	44	27	83	91	29	69
3005	5063	10305	10208	2878	5443	10226
23464	278	383	626	566	664	549
8484	0	0	5	1	4	5
129138	616	662	1179	556	626	772
724028	17	42	45	3	7	23
724029	1	0	4	2	0	1
51386	5847	8704	17712	4038	6406	9810
85377	1108	1517	1638	582	1019	1213
84645	270	373	433	123	185	381
5435	1067	907	2064	1424	1664	1189
102465492	6	2	9	7	2	3
6663	10	15	6	12	18	13
100616146	0	0	2	1	0	0
9463	807	1436	1829	721	1123	1195
23539	29	106	52	10	18	54
105373027	12	58	23	6	7	22
80115	1770	1191	2667	923	2942	2471
8398	1356	2062	2308	550	1590	1750
23764	4546	6003	3457	538	2669	1932
25829	3687	4294	4749	1333	2164	3240
106635525	18	39	27	4	2	15
102800317	2364	2771	3160	556	1510	1925
1454	2343	2740	3125	548	1500	1898
400927	18	31	25	6	6	14
105373030	1	0	0	1	0	0
101927183	0	0	0	0	0	0
3761	0	2	3	0	1	0
105373029	0	0	0	0	0	0
11015	398	741	901	337	753	1019
10521	18445	24000	31259	9205	10245	19383
11144	10	29	27	11	16	19
105373031	0	2	1	2	1	0
646851	96	185	155	79	76	133
25776	985	1193	1977	823	934	1345
56993	1053	958	1721	630	637	934
9929	3717	4112	5619	1857	1652	2931
9567	3982	5195	5683	1658	2039	3145
25777	9355	9780	13828	4425	3855	6173
10126	880	883	1608	448	788	1019
23467	173	192	367	54	205	348
23466	1639	1252	2491	1339	1463	1852
105373032	1	0	0	0	0	0
200315	35	12	10	2	6	3
105373033	1	0	0	0	0	1
107985562	0	0	0	2	0	0
9582	28	40	118	20	52	52
100874530	13	4	43	13	15	8
27350	452	793	956	471	599	991
200316	420	635	958	560	500	777
140564	463	760	924	480	526	648
107985563	0	1	1	0	1	1
60489	1032	1392	2399	708	695	1243
101927202	92	88	303	55	72	75
164668	137	195	316	99	90	157
23492	1596	1992	3130	531	688	1759
5155	965	945	996	195	440	743
6122	60454	77123	188652	66454	98174	110636
116938	58	59	97	68	62	46
116937	35	24	17	6	10	31
116936	97	63	133	21	85	103
26807	16	14	12	3	8	16
9145	1356	1196	1931	1117	950	1236
10454	879	1216	2124	559	986	1361
100506472	77	79	86	25	29	108
4248	3433	1887	4778	1649	1990	3319
104502417	4	6	15	9	2	17
54471	535	692	912	332	287	750
105373035	1	0	2	3	0	0
468	12372	9484	17658	8333	10077	11030
91582	1776	1434	3650	3248	2416	1688
8911	1	1	15	3	0	2
150350	1	1	1	0	1	1
9402	242	310	739	165	187	335
113828	254	373	249	181	408	784
114841040	2	2	3	1	3	5
23112	780	1197	1027	548	379	936
158	1657	1323	2668	909	1129	1311
27352	2728	4185	5818	1727	2980	3157
107985538	9	12	11	35	14	12
57591	1498	2430	2359	813	1556	1888
101927257	2	5	9	17	6	2
105373037	4	2	8	7	9	6
105373038	4	5	9	6	2	1
2847	5	5	11	1	8	15
10478	575	705	1149	352	394	876
100616283	0	0	0	0	0	1
6767	7996	8708	12098	3144	3924	7550
63929	516	607	821	335	385	596
150353	6	14	40	10	14	10
9978	1699	1466	3677	2050	1801	1662
106635682	2	1	4	16	6	0
100302237	3	5	2	5	1	1
2033	1392	3467	2433	801	701	2279
101927279	20	27	12	13	14	19
83746	860	1148	1489	644	753	971
100506544	127	226	224	24	40	158
150356	89	94	142	56	93	97
5905	9859	6622	9329	6390	5039	4356
102466758	2	3	4	4	0	2
23264	6948	5893	6409	1508	2651	6055
7008	689	710	1069	459	295	1020
100996598	0	1	3	0	1	5
105373042	0	5	10	4	1	6
10766	2644	4677	3974	972	1546	4442
105373043	2	5	12	2	3	4
84844	916	738	1797	368	683	1026
50	4360	6833	6182	1617	4592	7105
171568	2215	2442	3532	1763	2697	2751
105373044	5	2	12	7	1	1
27254	2636	3137	4104	806	995	932
5372	1151	1084	1900	1220	1558	1216
27351	1392	1442	2029	711	1343	1917
2547	8257	10472	14856	5486	7153	10012
4809	3054	2766	4951	2437	3043	2913
107985567	90	69	76	56	47	83
79640	609	833	888	594	474	905
150365	387	111	649	471	317	141
79879	215	473	338	192	241	343
112637020	75	203	132	42	61	96
6721	2005	3419	3357	798	1328	2558
407039	0	0	1	0	0	0
440829	504	475	807	446	535	465
100616259	1	10	5	0	3	1
115650	2	12	12	6	9	7
79019	61	179	354	180	229	130
339674	1	5	3	3	17	5
55964	14	468	19	12	172	19
164684	253	523	348	166	330	214
4668	1727	2330	2752	988	1540	1956
107985551	13	13	11	9	13	9
150368	888	917	1842	554	1021	1441
91689	876	924	1394	1662	859	1076
4700	1844	1804	3688	1799	2089	1862
100132273	94	153	206	98	95	156
105373047	7	10	8	2	1	8
1565	90	171	212	61	101	173
112268294	18	30	36	8	7	25
102723722	62	96	119	63	46	88
1564	104	146	150	66	79	85
105377203	12	28	31	2	3	10
6942	1458	2215	1726	355	581	1242
388906	19	19	10	4	7	10
102723775	9	26	60	8	25	20
150372	370	497	464	156	287	215
101927344	17	34	8	4	3	32
94009	186	276	470	103	255	282
101927372	69	160	320	91	47	162
27341	1453	1509	2649	1800	3180	1580
253190	133	218	298	106	117	216
91695	350	513	774	262	564	470
84271	2992	3639	5339	1321	2141	3878
267010	0	0	0	2	0	0
1727	12648	8760	14569	4587	8039	9095
267020	10	1	3	6	13	1
53947	1718	1302	1309	387	912	954
26286	3439	4896	5485	1185	1862	3555
11252	2443	3869	3877	1016	1815	3594
101927393	284	466	432	67	163	387
107985550	5	6	6	7	0	2
100506679	42	23	64	92	43	27
25809	234	249	385	245	280	372
638	34	21	41	27	25	33
27349	452	405	826	571	493	583
706	5272	2972	7597	8312	4886	2772
23170	3208	2997	4706	1247	3000	4611
80274	1701	2263	753	287	808	403
105373051	4	2	3	0	1	0
101927447	2	5	0	0	9	0
105373053	0	0	0	0	0	0
105373054	0	0	0	0	0	0
758	1	1	9	1	7	5
100874197	6	3	11	11	3	5
64800	70	140	139	50	57	130
101927474	1	2	4	1	0	5
107985564	9	3	6	11	1	4
105373058	0	1	0	1	0	1
25830	233	327	235	83	134	174
105373057	16	42	24	5	3	23
150379	1	0	7	0	1	0
80339	3	22	5	0	0	3
25813	944	1159	1864	901	1244	1672
29780	974	863	1919	1117	1138	1038
107987326	17	9	32	12	16	19
64098	2457	1447	4023	1226	1652	1141
107985570	3	2	4	0	3	3
107985571	0	0	0	0	0	0
85352	2542	1689	3272	751	168	1313
101927499	18	15	23	20	5	9
101927526	0	1	0	0	0	0
84247	1161	1733	2222	463	391	1752
105373059	0	0	0	0	0	0
388910	0	0	2	0	0	0
414351	0	0	0	0	0	0
105373060	0	0	0	0	0	0
55615	309	360	877	322	451	369
553158	301	546	473	137	383	517
23779	268	501	379	129	370	484
105373062	21	92	50	4	53	27
112885	47	172	74	4	26	35
105373063	17	11	17	2	4	12
101927551	0	3	4	1	2	2
100506714	366	364	476	176	297	308
10762	1745	2258	2449	960	947	1751
112267891	10	20	13	5	2	8
105373064	23	39	35	14	20	8
23313	2740	2944	3744	1394	2443	1884
100302149	13	11	15	1	3	6
7380	0	2	6	0	2	1
55007	2711	1158	3557	209	392	741
27127	4	7	9	4	7	14
26150	37	62	59	44	81	63
107985537	5	2	1	3	0	8
105373066	20	24	25	22	17	18
2192	88203	81565	128350	42513	94282	119844
100506737	34	28	47	12	17	21
105373069	15	48	46	5	7	29
105373067	9	16	13	9	7	13
105373068	6	15	10	1	5	6
25814	3177	3772	5828	1272	1990	3290
100616253	0	0	0	0	0	1
107985535	0	6	5	0	2	3
105373071	16	12	24	2	2	12
7477	56	327	457	13	113	144
730668	2	4	8	8	9	8
100271722	97	114	241	75	103	126
150381	122	140	274	305	124	178
642648	28	15	34	31	5	25
400931	453	104	260	473	157	329
100500828	2	0	1	3	1	1
112268288	63	37	52	191	64	65
406883	7	2	4	5	2	9
100616143	15	4	8	56	10	12
406884	12	1	5	40	7	6
5465	553	732	782	263	272	678
105373074	1	3	2	7	5	0
150383	208	229	527	252	325	339
10343	5	8	22	0	5	6
55020	810	1507	1738	630	849	1489
51512	92	158	260	70	167	161
150384	5	8	11	2	4	12
55687	943	1295	1841	983	1064	1159
9620	2146	2898	1856	437	612	1326
105373075	1	1	0	0	0	3
23151	1942	1826	2534	529	942	1522
64781	6053	4539	7392	4033	3176	6066
105373077	52	80	58	56	57	51
107985566	1	5	3	1	2	0
25771	1018	1317	1885	888	1071	1454
642757	4	7	8	9	0	3
105369161	15	22	25	76	8	6
100128818	6	16	12	10	5	12
339685	0	0	0	0	1	1
101927722	0	0	2	8	1	1
400932	0	0	0	0	0	0
284930	0	0	0	0	2	0
107985536	0	0	0	1	0	0
107985581	0	0	0	0	0	0
100422916	0	0	0	0	0	0
105373080	0	0	0	0	1	0
105373081	0	0	0	0	0	0
25817	1229	1017	3122	871	801	1311
284933	9	0	10	1	1	5
105373083	3	2	1	1	0	0
100616415	0	0	0	0	0	0
100128946	4	3	4	4	1	4
105373085	93	93	315	85	137	343
105373086	0	15	3	1	5	5
348645	169	274	375	186	151	181
105373087	0	0	1	1	2	1
105373089	4	2	6	3	1	7
100500882	0	0	2	0	0	0
23774	1502	2679	2490	463	600	1690
105377205	8	6	7	7	2	1
105373091	0	1	2	0	0	1
9889	582	816	927	246	365	750
79087	947	1098	1533	533	1070	1385
79174	2498	2721	4302	1966	3447	3217
107985553	79	61	106	132	102	90
415116	3555	3262	2872	1001	2917	1983
102465493	37	33	23	4	27	21
400935	4	16	15	3	3	4
164714	3	1	1	0	1	1
23209	2164	107	238	150	81	829
54456	1903	1473	1761	1158	315	504
56666	199	342	301	156	124	204
80305	2332	2688	4258	1813	2068	2400
83642	863	975	1831	1075	1276	1016
105373095	650	987	1299	215	599	877
85378	2290	3337	4456	907	1965	2895
83933	1354	1749	2308	1000	1331	1334
6300	505	456	875	475	646	560
5600	808	1151	1588	908	738	1020
23654	11672	22455	16560	5854	13102	13795
414918	516	598	1118	531	562	569
105373096	34	78	72	20	12	40
9701	2273	2866	3729	1626	2157	2633
113218480	1	7	6	1	6	4
107985556	73	161	136	41	52	58
6305	3962	5198	5780	1392	2362	3638
79924	11	36	18	14	18	46
55586	10	16	16	11	15	33
91289	3377	3485	5699	2446	3832	3312
29781	2062	1818	3354	1861	2040	1924
9997	1253	806	1754	3299	1563	836
1890	6155	4071	7097	6932	5853	3910
440836	1131	739	1210	1167	707	539
102724608	39	7	20	17	19	4
105373098	36	7	19	23	19	6
113730	45	36	32	20	22	13
644186	13	14	21	40	13	22
107985568	19	21	52	78	14	10
386593	1346	1857	2814	1517	1448	1379
1375	349	503	871	341	199	197
1120	1017	1398	1988	1200	1258	1194
100144603	30	21	54	44	33	59
23542	92	362	142	124	283	287
410	3263	3331	4546	3107	3416	3607
85358	1349	3194	2373	729	784	1623
105373100	0	3	2	0	1	0
49	6	10	11	4	5	7
284942	802	472	921	519	504	490
11158	983	1171	1726	426	473	1092
107987388	12	26	8	22	19	23
102724151	2	4	0	4	3	2
102724563	18	11	25	8	13	23
102724197	1038	1535	604	464	840	729
105379548	26	15	8	11	7	25
107987389	0	0	0	0	0	0
105369189	0	0	1	0	0	0
107987390	0	0	0	0	0	0
107987392	14	41	50	8	17	42
109864271	38659	21767	97595	2382094	86581	50449
109864273	6917	2458	8527	463266	6706	5612
109864274	63	69	116	57932	371	132
109864272	31553	19062	88770	1856279	79096	44505
105379549	17	41	63	56	56	28
107987393	0	3	1	2	5	0
102724621	1	4	8	2	10	5
102724823	852	1454	659	96	951	639
102724865	12	14	15	7	6	10
102724728	1	2	0	1	1	2
107984149	9	10	3	14	13	10
102724751	14	32	5	13	18	24
105379550	0	0	0	0	0	0
107987394	0	0	1	0	0	0
105379551	0	0	0	0	0	0
102724770	50	96	177	126	186	215
102724788	126	313	402	119	988	972
55344	437	492	336	141	195	174
8225	1934	1973	3213	1717	2689	2124
283981	57	63	105	76	84	27
28227	374	583	799	472	508	404
102724521	9	9	14	4	5	17
6473	12	18	0	16	22	8
64109	4	2	3	2	4	1
107985697	1	2	5	2	9	3
1438	869	2137	1297	855	1938	1115
112268304	22	59	41	27	40	11
100500894	6	4	3	5	5	0
3563	280	248	405	331	207	209
101928032	9	13	21	23	12	8
101928055	189	207	291	133	132	197
293	13905	16389	33989	11135	24179	23519
105373102	225	313	419	343	198	136
751580	89	127	159	82	40	38
80161	928	1099	1894	1403	840	535
8623	1162	1283	2375	845	1399	1426
286530	68	116	96	21	26	33
8227	3023	4703	5595	1064	2295	3180
438	199	333	320	45	69	224
107985706	1	4	23	0	0	3
107985637	1	1	2	1	0	0
105373105	36	7	45	0	2	18
105379414	2	0	7	0	0	2
105379413	8	1	7	0	0	4
107985677	2	6	4	6	1	1
207063	1238	1041	1402	805	651	826
9189	6821	6368	5867	1430	1616	3744
101928092	80	112	103	84	32	93
102464837	0	0	0	0	1	0
401577	201	170	247	127	103	134
100359394	1	1	2	0	0	1
4267	8562	7627	15799	8010	16062	10889
7499	436	129	241	280	740	158
8908	27	38	97	43	71	105
414	2257	4826	4324	1870	1867	4000
100506356	319	583	551	88	146	549
415	1418	2151	2176	1042	1393	2514
347527	3	10	12	4	5	13
416	2	1	3	2	6	1
100129464	0	0	3	0	0	1
25878	99	115	200	31	27	236
109616969	0	0	0	0	0	0
5613	1795	3105	2210	485	1072	2455
100873944	1	3	6	3	1	2
389906	341	455	436	223	366	341
100189132	3	0	3	0	2	2
101930105	337	178	214	40	139	154
100189050	0	0	0	0	1	1
729162	426	309	447	57	260	270
100189427	0	0	0	0	0	1
107987330	164	93	163	27	79	86
101928201	0	0	0	0	0	0
101928228	67	69	148	167	106	83
57502	804	706	2113	559	497	1599
105373156	10	12	31	18	7	17
100616373	0	0	0	0	0	0
51481	0	0	1	4	2	2
8226	682	707	877	315	328	606
107987331	0	0	0	0	0	0
412	1100	1297	1472	780	631	947
100616467	0	4	2	1	0	1
26609	1	1	4	3	1	3
8228	433	512	1073	427	462	798
107985675	7	26	25	6	3	18
723779	0	0	0	0	0	0
51480	0	1	1	1	1	2
107985676	0	0	0	0	0	0
425054	5	4	4	3	2	1
107985716	0	0	0	0	0	0
107985715	0	1	0	0	0	1
3730	914	431	1204	482	211	169
171482	0	0	4	0	1	0
105373125	0	0	0	1	2	0
171483	19	11	34	10	4	6
107985634	2	0	18	1	4	0
6907	3689	3972	4970	1117	2392	3815
4935	110	39	121	61	49	54
105373126	2	0	1	0	2	5
357	428	389	572	257	81	268
107985658	2	2	6	8	0	1
100288814	1	0	5	1	0	0
55841	1176	1225	1408	338	697	1095
1183	113	152	131	32	69	211
4281	180	390	311	96	174	398
3052	660	628	816	286	445	612
395	58	102	79	29	38	296
107985627	0	0	1	1	1	1
265	0	0	1	2	2	1
100847063	0	0	0	0	0	0
105373131	0	0	0	0	0	0
10943	809	926	1343	316	462	860
9758	5	6	8	1	1	3
5634	1075	1290	2804	431	1617	5216
51284	158	164	299	147	75	72
349408	1	35	5	1	2	6
51311	40	57	49	20	13	16
7114	79264	68830	195464	91207	132591	109045
171484	1	6	5	0	3	10
105373133	0	0	1	0	1	0
105373134	0	0	1	2	4	2
109729169	3	0	4	0	1	0
107985701	0	1	0	0	0	0
100093698	0	1	0	0	3	0
92552	0	0	0	0	0	0
100133123	1	6	2	3	3	8
105373137	3	10	6	2	13	19
25975	72	192	103	38	87	157
102466519	0	0	0	0	0	0
107985657	3	8	6	1	6	5
170082	86	89	169	93	39	141
107985656	16	19	29	18	18	36
9367	1526	1636	1815	541	832	911
6399	335	375	533	254	231	370
8481	1284	1571	2085	550	696	1161
2824	92	193	397	50	69	102
105373138	0	2	3	4	2	4
54960	694	807	1345	444	626	889
286480	46	51	61	3	33	36
2742	0	6	6	4	8	8
107985686	1	0	0	4	1	3
2187	19	29	29	27	14	13
158747	1642	987	1053	472	134	819
102724092	7	10	8	0	4	14
140462	41	74	105	26	31	137
140456	2	1	1	0	3	0
5277	398	860	576	153	190	476
100532742	81	121	112	61	107	140
2277	4	7	12	4	26	18
8544	95	136	125	108	110	149
59272	207	401	317	175	693	1125
660	77	119	89	24	25	100
104798195	3	1	3	5	1	6
57393	228	481	374	160	134	386
340591	437	450	957	702	1205	971
114004397	303	353	633	168	236	432
11238	230	237	469	138	132	258
8551	64	44	145	50	40	67
8233	1086	880	1524	837	790	867
8905	781	978	1324	252	283	758
2925	17	21	10	1	2	17
645864	4	6	14	2	0	11
56474	419	829	930	192	284	532
100616428	0	0	0	0	0	0
795	2	2	2	0	1	0
94056	2596	2638	3446	1645	1579	2577
55787	608	785	893	173	214	656
5931	2382	3365	5217	1280	1874	3999
9185	75	315	151	37	116	140
4810	184	263	420	149	151	237
100616249	10	0	19	5	22	0
101928389	1	0	0	0	3	1
100873920	1	0	0	9	3	1
105373142	1	5	4	2	2	5
6322	533	541	583	178	179	339
10742	2306	1949	3358	821	1603	2034
105373144	0	0	0	0	2	0
139105	12	6	3	8	1	1
10389	34	48	64	32	12	42
6792	250	489	460	102	128	337
6247	3	6	5	3	0	3
100189191	0	0	0	0	0	0
5475	0	4	5	6	0	1
100874004	0	0	0	0	0	0
100132163	147	229	383	154	220	284
5256	555	1148	1590	345	803	1524
101928415	24	81	106	31	44	76
10149	49	1444	6108	23	335	3162
5160	1901	2196	2955	865	1611	2255
389840	127	156	177	71	86	129
30011	1126	1187	1582	655	737	1342
256643	301	521	582	143	162	379
729609	0	0	0	0	0	0
256714	31	59	27	7	45	67
100500809	1	1	0	0	0	0
1964	3191	3462	6444	1937	1638	3546
100158262	7	1	2	4	5	1
100874078	0	0	4	1	0	1
6197	1587	1881	2361	369	494	1213
105373146	3	0	3	3	0	0
22866	206	242	411	124	36	26
257240	0	2	12	5	2	0
23676	2	5	0	5	4	3
51360	616	676	944	360	246	570
404281	89	118	150	43	19	82
6611	2422	2509	2869	923	1775	1911
5251	88	91	83	69	56	75
100873942	2	0	2	0	2	4
100873065	4	5	4	2	9	5
158506	0	0	1	0	0	0
168400	0	0	0	0	0	0
139411	15	18	22	0	2	20
10549	4116	3705	7501	5099	5113	5148
23597	2459	1989	3919	1641	1330	1702
105373148	18	15	19	14	6	5
6303	84937	47670	89982	45902	31831	26471
79135	2518	995	2480	2150	929	863
254158	1	6	2	2	1	4
80311	174	280	331	100	93	191
1968	3892	4627	7110	2546	2807	3950
100873922	0	4	3	1	1	1
7543	1225	1606	2014	569	491	1080
170067	0	1	6	1	3	1
100130302	0	3	4	1	5	6
5165	351	632	693	243	387	468
9468	13	21	31	7	7	13
100874088	0	0	0	0	0	0
5422	196	317	456	105	153	260
677773	0	0	0	0	0	0
170302	1	1	2	2	5	1
107985652	0	0	0	0	0	0
107985707	0	0	0	0	0	0
286514	0	0	0	0	0	0
158809	0	0	2	0	1	0
347541	0	0	1	0	1	0
139538	0	0	0	0	0	0
105373150	1	1	0	0	3	0
139420	0	0	1	0	0	0
347442	0	0	0	0	0	0
139422	0	0	1	0	0	0
139425	0	0	1	1	2	0
105373151	0	1	0	0	0	0
105373152	0	0	0	0	0	0
102465140	0	0	0	0	0	0
11141	0	1	0	0	3	0
100847047	0	0	0	0	0	0
107985632	0	0	0	0	0	0
4113	0	0	1	0	0	0
4114	0	0	0	0	0	0
4115	0	0	1	0	1	0
4112	0	0	4	0	0	0
190	0	0	1	0	0	0
80231	103	59	87	25	33	35
2710	293	226	219	80	73	137
257397	732	1042	1340	420	497	1072
727682	0	6	2	1	1	2
53940	0	0	2	0	0	0
1756	187	377	258	121	145	202
100500915	0	0	0	0	0	0
100302239	0	0	0	0	0	0
105373153	0	0	0	0	0	0
158724	0	0	2	0	1	0
107985674	0	0	0	0	0	0
83604	231	296	455	56	61	190
170062	0	0	4	0	1	0
139604	0	0	1	0	0	0
286464	2	0	4	12	5	4
101928627	0	0	1	1	3	0
105373155	1	0	1	3	2	0
105373154	0	3	0	0	4	2
442444	0	0	3	1	1	0
441490	0	0	0	0	0	0
5638	557	871	740	152	221	575
347404	15	59	40	15	15	24
7504	17	40	25	10	11	20
1536	1546	2278	3271	1498	1206	1315
6990	3190	4668	5656	1470	1850	3541
94122	150	437	472	82	266	364
25763	1	3	3	1	4	1
100616252	0	0	0	0	0	0
8406	1675	1116	2406	472	1296	1673
6103	507	432	803	340	451	563
5009	0	0	1	0	0	0
7102	547	606	895	139	354	578
105373174	0	0	0	1	1	1
100874211	20	28	44	11	11	55
58526	1382	2374	2707	614	1849	2625
105373175	0	0	0	1	1	0
286442	0	1	0	0	0	0
101927449	0	0	0	0	0	0
105373176	0	0	1	0	0	0
107985711	0	0	0	0	0	1
100500822	0	0	0	0	0	0
105373178	0	5	0	2	1	2
105373177	1	6	1	0	4	7
100616251	0	1	0	0	0	0
105373180	2	0	0	1	0	0
54880	612	1416	993	252	244	966
107985687	3	8	8	3	0	7
105373181	8	20	10	15	28	12
101927476	27	6	19	1	4	5
105373182	0	1	0	0	0	0
10159	7790	7506	9974	4353	3475	7092
347411	0	1	3	1	0	1
159013	746	1199	1060	388	453	1069
9282	1181	1592	1822	541	619	1365
100873985	15	34	40	31	11	20
100132831	0	0	0	0	2	1
8239	3414	4501	4783	1562	1896	3518
105373185	2	6	0	5	2	3
105373184	6	17	14	11	12	11
1654	7377	9857	10527	2146	2525	7527
107985678	25	60	36	44	22	31
60506	0	7	0	0	5	4
8573	690	759	1011	324	301	647
2857	300	448	878	223	220	365
27197	80	65	125	81	26	90
105373186	25	12	17	3	6	11
80316	1	0	4	2	3	0
107985717	0	0	1	0	0	0
105373188	0	0	0	0	0	0
101927501	0	1	0	1	3	0
4128	10117	18156	17703	6500	9215	22886
4129	19598	6669	21535	7507	6240	8839
4693	2377	991	4008	4606	2069	2456
100873919	371	191	776	72	309	525
80258	54	54	120	28	70	162
139341	484	386	728	253	343	467
63904	0	0	0	0	1	0
105373190	0	0	0	0	0	0
7403	825	1612	1618	307	335	1050
79742	1376	2396	1853	655	716	1681
105373191	0	0	0	0	0	0
101927528	5	0	1	0	2	0
392452	0	0	0	0	0	0
407006	56	30	89	6	12	47
407007	2	1	5	2	0	0
401585	3	0	3	9	3	2
101927574	26	8	9	20	1	0
55634	472	505	762	204	250	402
641339	120	161	193	53	53	111
401588	112	77	193	45	64	119
56548	1674	1001	2924	939	1922	1181
84679	254	306	354	166	144	167
6102	404	619	751	74	117	420
724087	2	2	0	4	2	3
9767	329	652	598	85	121	230
9104	181	74	226	85	48	80
105373193	8	5	26	10	6	8
107985720	21	14	49	16	13	30
54539	2338	1603	3831	4761	3578	2241
8241	3324	3578	5237	2922	2632	3311
7317	14051	16181	19383	7398	9663	14312
8552	67	101	84	43	27	87
105373194	44	61	63	31	24	48
5127	3440	3897	5218	1991	2763	3522
8237	2624	3892	4185	1049	1892	2931
7712	2	1	7	0	1	6
100124540	0	0	0	0	0	0
7592	388	481	721	190	141	461
203414	23	62	50	12	12	49
369	2570	2815	3342	2299	2708	2849
6853	41	34	65	85	57	78
7076	31422	16218	38988	50489	49562	23206
100616147	0	0	0	0	0	0
5199	65	67	49	50	57	43
2002	825	1053	1149	271	646	999
8409	1206	1092	2327	1884	1191	1112
100133957	464	529	1051	332	409	464
392459	0	0	0	0	0	0
347344	229	291	414	122	104	275
7569	374	408	580	212	131	332
389852	2	1	6	6	1	2
100874120	2	21	10	0	6	17
57232	115	127	190	65	68	125
280657	0	0	2	0	0	0
729201	1	1	3	4	1	3
6758	0	1	2	0	4	0
6756	0	0	1	2	0	0
280660	0	0	0	0	0	0
10214	0	0	1	0	0	0
6759	0	0	2	0	2	0
548313	0	0	2	0	2	0
92745	169	214	665	174	415	592
24140	1211	1210	1973	605	1006	1470
101927635	5	2	1	2	2	4
64840	212	265	451	136	362	501
10682	478	516	1139	703	860	689
4943	763	905	1208	365	562	766
5935	3729	8677	12818	2252	3870	8992
64743	3427	3558	6631	3513	5320	3890
